Category,Department + Course Number,Distributions
LA,ARTH 3830,"['LA-AS', 'ALC-AS']"
LA,ARTH 4160,"['LA-AS', 'ALC-AS']"
LA,ARTH 4305,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ARTH 4540,"['LA-AS', 'ALC-AS']"
LA,ARTH 4545,"['LA-AS', 'ALC-AS']"
LA,ARTH 4556,"['ALC-AS', 'HST-AS', 'LA-AS']"
LA,ARTH 4673,"['LA-AS', 'ALC-AS']"
LA,ARTH 4696,"['LA-AS', 'ALC-AS']"
LA,ARTH 4716,"['LA-AS', 'ALC-AS']"
LA,ASIAN 2232,"['LA-AS', 'ALC-AS']"
LA,ASIAN 2245,"['LA-AS', 'ALC-AS']"
LA,ASIAN 2271,"['LA-AS', 'ALC-AS']"
LA,ASIAN 2279,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ASIAN 2288,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ASIAN 3303,"['LA-AS', 'ALC-AS']"
LA,ASIAN 3314,"['LA-AS', 'ALC-AS']"
LA,ASIAN 3315,"['LA-AS', 'ALC-AS']"
LA,ASIAN 3317,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ASIAN 3324,"['LA-AS', 'ALC-AS']"
LA,ASIAN 3329,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,ASIAN 3339,"['LA-AS', 'ALC-AS']"
LA,ASIAN 3366,"['LA-AS', 'ALC-AS']"
LA,ASIAN 3368,"['LA-AS', 'GLC-AS']"
LA,ASIAN 3378,"['LA-AS', 'ALC-AS']"
LA,ASIAN 3380,"['LA-AS', 'GLC-AS', 'SSC-AS']"
LA,ASIAN 3381,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ASIAN 4446,"['LA-AS', 'ALC-AS']"
LA,ASIAN 4451,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ASIAN 4458,"['LA-AS', 'HST-AS', 'SCD-AS']"
LA,ASIAN 4467,"['LA-AS', 'ALC-AS']"
LA,ASRC 2204,"['LA-AS', 'HST-AS']"
LA,ASRC 2380,"['LA-AS', 'ALC-AS']"
LA,ASRC 2870,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ASRC 3024,"['LA-AS', 'ALC-AS']"
LA,ASRC 3025,"['LA-AS', 'ALC-AS']"
LA,ASRC 3026,"['LA-AS', 'ALC-AS']"
LA,ASRC 3222,"['LA-AS', 'ALC-AS']"
LA,ASRC 3310,"['LA-AS', 'GLC-AS', 'SCD-AS']"
LA,ASRC 3340,"['LA-AS', 'HST-AS', 'SCD-AS']"
LA,ASRC 3350,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ASRC 3505,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ASRC 3506,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ASRC 3625,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ASRC 3700,"['LA-AS', 'ALC-AS']"
LA,ASRC 3977,"['GLC-AS', 'LA-AS', 'SCD-AS']"
LA,ASRC 4368,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,ASRC 4508,['LA-AS']
LA,ASRC 4509,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ASRC 4681,"['LA-AS', 'ALC-AS']"
LA,ASTRO 2034,"['LA-AS', 'ALC-AS', 'PHS-AS']"
LA,BSOC 2350,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,BSOC 2781,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,BSOC 4425,"['LA-AS', 'ALC-AS']"
LA,CAPS 2232,"['LA-AS', 'ALC-AS']"
LA,CAPS 2271,"['LA-AS', 'ALC-AS']"
LA,CAPS 3303,"['LA-AS', 'ALC-AS']"
LA,CAPS 3307,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CAPS 3329,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,CAPS 3387,"['LA-AS', 'GLC-AS', 'SSC-AS']"
LA,CAPS 4420,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CHLIT 2213,"['LA-AS', 'ALC-AS']"
LA,CHLIT 2214,"['LA-AS', 'ALC-AS']"
LA,CHLIT 3307,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CHLIT 3314,['LA-AS']
LA,CHLIT 4418,"['LA-AS', 'ALC-AS']"
LA,CHLIT 4420,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CLASS 1615,"['LA-AS', 'ALC-AS']"
LA,CLASS 2603,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CLASS 2604,"['LA-AS', 'ALC-AS']"
LA,CLASS 2643,"['LA-AS', 'ALC-AS']"
LA,CLASS 2808,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,CLASS 2812,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CLASS 3616,"['LA-AS', 'ALC-AS']"
LA,CLASS 3636,"['LA-AS', 'ALC-AS']"
LA,CLASS 3638,"['LA-AS', 'ALC-AS']"
LA,CLASS 3642,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CLASS 3645,"['LA-AS', 'ALC-AS']"
LA,CLASS 3746,['LA-AS']
LA,CLASS 4626,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,CLASS 4665,"['LA-AS', 'ETM-AS']"
LA,CLASS 4716,"['LA-AS', 'ALC-AS']"
LA,COML 2000,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,COML 2020,"['LA-AS', 'ALC-AS']"
LA,COML 2030,"['LA-AS', 'ALC-AS']"
LA,COML 2032,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,COML 2034,"['LA-AS', 'ALC-AS', 'PHS-AS']"
LA,COML 2050,"['LA-AS', 'ALC-AS']"
LA,COML 2051,"['LA-AS', 'ALC-AS']"
LA,COML 2271,"['LA-AS', 'GLC-AS']"
LA,COML 2293,"['LA-AS', 'ALC-AS']"
LA,COML 2728,"['LA-AS', 'ALC-AS']"
LA,COML 2754,"['LA-AS', 'ALC-AS']"
LA,COML 2760,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,COML 3001,"['LA-AS', 'ALC-AS']"
LA,COML 3021,"['LA-AS', 'ALC-AS']"
LA,COML 3026,"['LA-AS', 'ALC-AS']"
LA,COML 3042,"['LA-AS', 'ALC-AS']"
LA,COML 3115,['LA-AS']
LA,COML 3261,"['LA-AS', 'ALC-AS']"
LA,COML 3310,"['LA-AS', 'GLC-AS', 'SCD-AS']"
LA,COML 3314,"['LA-AS', 'ALC-AS']"
LA,COML 3378,"['LA-AS', 'ALC-AS']"
LA,COML 3440,"['LA-AS', 'ALC-AS']"
LA,COML 3485,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,COML 3535,"['LA-AS', 'ALC-AS']"
LA,COML 3541,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,COML 3550,"['LA-AS', 'ALC-AS']"
LA,COML 3636,"['LA-AS', 'ALC-AS']"
LA,COML 3655,"['LA-AS', 'HST-AS']"
LA,COML 3681,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,COML 3688,"['LA-AS', 'ALC-AS']"
LA,COML 3689,['LA-AS']
LA,COML 3700,['LA-AS']
LA,COML 3702,"['LA-AS', 'ALC-AS']"
LA,COML 3708,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,COML 3744,"['LA-AS', 'ALC-AS']"
LA,COML 3800,"['LA-AS', 'ALC-AS']"
LA,COML 3811,"['LA-AS', 'ALC-AS']"
LA,COML 3820,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,COML 3840,"['LA-AS', 'ALC-AS']"
LA,COML 3891,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,COML 3977,"['GLC-AS', 'LA-AS', 'SCD-AS']"
LA,COML 3985,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,COML 4002,"['LA-AS', 'ALC-AS']"
LA,COML 4015,"['LA-AS', 'ALC-AS']"
LA,COML 4040,"['LA-AS', 'GLC-AS']"
LA,COML 4056,"['LA-AS', 'GLC-AS']"
LA,COML 4060,"['LA-AS', 'ALC-AS']"
LA,COML 4090,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,COML 4211,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,COML 4221,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,COML 4354,"['LA-AS', 'ALC-AS']"
LA,COML 4368,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,COML 4415,"['LA-AS', 'ALC-AS']"
LA,COML 4451,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,COML 4628,"['LA-AS', 'ALC-AS']"
LA,COML 4809,"['LA-AS', 'ALC-AS']"
LA,COML 4860,"['LA-AS', 'ALC-AS']"
LA,COML 4995,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,CS 1610,"['LA-AS', 'SMR-AS']"
LA,DEA 1101,['LAD-HE']
LA,DEA 1150,['LAD-HE']
LA,DEA 1500,"['D-HE', 'LAD-HE', 'SBA-HE']"
LA,DEA 1501,"['D-HE', 'LAD-HE', 'SBA-HE']"
LA,DEA 2020,['LAD-HE']
LA,DEA 2025,"['CA-HE', 'D-HE', 'LAD-HE']"
LA,DEA 2030,['LAD-HE']
LA,DEA 2200,"['D-HE', 'LAD-HE']"
LA,DEA 2201,['LAD-HE']
LA,DEA 2203,['LAD-HE']
LA,DEA 2422,"['KCM-HE', 'LAD-HE']"
LA,DEA 2700,"['LAD-HE', 'SBA-HE']"
LA,DEA 2730,['LAD-HE']
LA,DEA 2750,['LAD-HE']
LA,DEA 3030,['LAD-HE']
LA,DEA 3050,['LAD-HE']
LA,DEA 3055,"['LAD-HE', 'SBA-HE']"
LA,DEA 3301,['LAD-HE']
LA,DEA 3306,"['LAD-HE', 'SBA-HE']"
LA,DEA 3308,"['KCM-HE', 'LAD-HE']"
LA,DEA 3530,['LAD-HE']
LA,DEA 3590,"['LAD-HE', 'SBA-HE']"
LA,DEA 4025,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE']"
LA,DEA 4224,"['CA-HE', 'HA-HE', 'LAD-HE']"
LA,DEA 4225,"['CA-HE', 'D-HE', 'HA-HE', 'KCM-HE', 'L']"
LA,DEA 4230,['LAD-HE']
LA,DEA 4401,['LAD-HE']
LA,DEA 4402,['LAD-HE']
LA,DEA 5305,['LAD-HE']
LA,DEA 5520,['LAD-HE']
LA,DEA 5540,['LAD-HE']
LA,DEA 5700,"['D-HE', 'LAD-HE', 'SBA-HE']"
LA,DEA 6025,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE']"
LA,DEA 6055,"['LAD-HE', 'SBA-HE']"
LA,DEA 6100,['LAD-HE']
LA,DEA 6210,"['HA-HE', 'D-HE', 'KCM-HE', 'LAD-HE', '']"
LA,DEA 6406,"['LAD-HE', 'SBA-HE']"
LA,DEA 6500,"['LAD-HE', 'SBA-HE']"
LA,ENGL 1100,"['LA-AS', 'ALC-AS']"
LA,ENGL 2000,"['LA-AS', 'ALC-AS']"
LA,ENGL 2010,"['LA-AS', 'ALC-AS']"
LA,ENGL 2020,"['LA-AS', 'ALC-AS']"
LA,ENGL 2050,"['LA-AS', 'SCD-AS']"
LA,ENGL 2060,"['LA-AS', 'ALC-AS']"
LA,ENGL 2080,"['LA-AS', 'ALC-AS']"
LA,ENGL 2100,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 2130,"['LA-AS', 'ALC-AS']"
LA,ENGL 2270,"['LA-AS', 'ALC-AS']"
LA,ENGL 2350,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 2400,"['LA-AS', 'ALC-AS']"
LA,ENGL 2410,"['LA-AS', 'ALC-AS']"
LA,ENGL 2565,"['LA-AS', 'ALC-AS']"
LA,ENGL 2600,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 2620,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 2635,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 2675,"['LA-AS', 'ALC-AS']"
LA,ENGL 2690,"['LA-AS', 'ALC-AS']"
LA,ENGL 2707,"['LA-AS', 'ALC-AS']"
LA,ENGL 2715,"['LA-AS', 'ALC-AS']"
LA,ENGL 2725,"['LA-AS', 'ALC-AS']"
LA,ENGL 2730,"['LA-AS', 'ALC-AS']"
LA,ENGL 2755,"['LA-AS', 'ALC-AS']"
LA,ENGL 2760,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 2780,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 2785,"['LA-AS', 'ALC-AS']"
LA,ENGL 2795,"['LA-AS', 'ALC-AS']"
LA,ENGL 2797,"['LA-AS', 'ALC-AS']"
LA,ENGL 2800,"['LA-AS', 'ALC-AS']"
LA,ENGL 2810,"['LA-AS', 'ALC-AS']"
LA,ENGL 2870,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 2880,"['LA-AS', 'ALC-AS']"
LA,ENGL 2890,"['LA-AS', 'ALC-AS']"
LA,ENGL 2971,"['LA-AS', 'GLC-AS']"
LA,ENGL 2983,['LA-AS']
LA,ENGL 3021,"['LA-AS', 'ALC-AS']"
LA,ENGL 3080,"['LA-AS', 'ALC-AS']"
LA,ENGL 3110,"['LA-AS', 'ALC-AS']"
LA,ENGL 3115,['LA-AS']
LA,ENGL 3120,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 3130,"['LA-AS', 'ALC-AS']"
LA,ENGL 3170,"['LA-AS', 'ALC-AS']"
LA,ENGL 3190,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 3245,"['LA-AS', 'ALC-AS']"
LA,ENGL 3270,"['LA-AS', 'ALC-AS']"
LA,ENGL 3280,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 3290,"['LA-AS', 'ALC-AS']"
LA,ENGL 3335,"['LA-AS', 'ALC-AS']"
LA,ENGL 3340,"['LA-AS', 'HST-AS', 'SCD-AS']"
LA,ENGL 3360,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 3390,"['LA-AS', 'ALC-AS']"
LA,ENGL 3520,"['LA-AS', 'ALC-AS']"
LA,ENGL 3525,"['LA-AS', 'ALC-AS']"
LA,ENGL 3530,"['LA-AS', 'GLC-AS']"
LA,ENGL 3550,"['LA-AS', 'ALC-AS']"
LA,ENGL 3560,"['LA-AS', 'SCD-AS']"
LA,ENGL 3571,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,ENGL 3591,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 3615,"['LA-AS', 'ALC-AS']"
LA,ENGL 3625,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 3650,"['LA-AS', 'ALC-AS']"
LA,ENGL 3660,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 3670,"['LA-AS', 'ALC-AS']"
LA,ENGL 3675,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 3680,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,ENGL 3702,"['LA-AS', 'ALC-AS']"
LA,ENGL 3703,"['LA-AS', 'ALC-AS']"
LA,ENGL 3705,"['LA-AS', 'ALC-AS']"
LA,ENGL 3717,"['LA-AS', 'ALC-AS']"
LA,ENGL 3720,"['LA-AS', 'ALC-AS']"
LA,ENGL 3721,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 3725,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 3741,"['LA-AS', 'ALC-AS']"
LA,ENGL 3762,"['LA-AS', 'GLC-AS']"
LA,ENGL 3775,"['LA-AS', 'ALC-AS']"
LA,ENGL 3795,"['LA-AS', 'ALC-AS']"
LA,ENGL 3805,"['LA-AS', 'ALC-AS']"
LA,ENGL 3820,"['LA-AS', 'ALC-AS']"
LA,ENGL 3830,"['LA-AS', 'ALC-AS']"
LA,ENGL 3840,"['LA-AS', 'ALC-AS']"
LA,ENGL 3850,"['LA-AS', 'ALC-AS']"
LA,ENGL 3890,"['LA-AS', 'ALC-AS']"
LA,ENGL 3910,"['LA-AS', 'ALC-AS']"
LA,ENGL 3913,"['LA-AS', 'ALC-AS']"
LA,ENGL 3920,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,ENGL 3950,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 3977,"['GLC-AS', 'LA-AS', 'SCD-AS']"
LA,ENGL 4030,"['LA-AS', 'ALC-AS']"
LA,ENGL 4210,"['LA-AS', 'ALC-AS']"
LA,ENGL 4270,"['LA-AS', 'ALC-AS']"
LA,ENGL 4315,"['LA-AS', 'ALC-AS']"
LA,ENGL 4405,"['LA-AS', 'ALC-AS']"
LA,ENGL 4425,"['LA-AS', 'ALC-AS']"
LA,ENGL 4508,['LA-AS']
LA,ENGL 4509,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 4520,"['LA-AS', 'ALC-AS']"
LA,ENGL 4521,['LA-AS']
LA,ENGL 4525,['LA-AS']
LA,ENGL 4556,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,ENGL 4565,"['LA-AS', 'ALC-AS']"
LA,ENGL 4615,"['LA-AS', 'ALC-AS']"
LA,ENGL 4619,"['LA-AS', 'ALC-AS']"
LA,ENGL 4625,"['LA-AS', 'ALC-AS']"
LA,ENGL 4635,"['LA-AS', 'ALC-AS']"
LA,ENGL 4645,"['LA-AS', 'ALC-AS']"
LA,ENGL 4660,"['LA-AS', 'ALC-AS']"
LA,ENGL 4700,"['LA-AS', 'ALC-AS']"
LA,ENGL 4708,"['LA-AS', 'ALC-AS']"
LA,ENGL 4765,"['LA-AS', 'ALC-AS']"
LA,ENGL 4800,"['LA-AS', 'ALC-AS']"
LA,ENGL 4801,"['LA-AS', 'ALC-AS']"
LA,ENGL 4810,"['LA-AS', 'ALC-AS']"
LA,ENGL 4811,"['LA-AS', 'ALC-AS']"
LA,ENGL 4820,"['LA-AS', 'ALC-AS']"
LA,ENGL 4850,"['LA-AS', 'ALC-AS']"
LA,ENGL 4960,"['LA-AS', 'ALC-AS']"
LA,ENGL 4972,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ENGL 4976,"['LA-AS', 'ALC-AS']"
LA,FGSS 2290,"['LA-AS', 'SCD-AS']"
LA,FGSS 2350,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 2460,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 2760,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 2780,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3130,"['LA-AS', 'ALC-AS']"
LA,FGSS 3250,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3310,"['LA-AS', 'GLC-AS', 'SCD-AS']"
LA,FGSS 3350,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3505,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3520,"['LA-AS', 'SCD-AS']"
LA,FGSS 3550,"['LA-AS', 'ALC-AS']"
LA,FGSS 3588,"['LA-AS', 'ALC-AS']"
LA,FGSS 3591,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3681,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,FGSS 3701,"['LA-AS', 'ALC-AS']"
LA,FGSS 3702,"['LA-AS', 'ALC-AS']"
LA,FGSS 3708,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3720,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3725,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 3740,"['LA-AS', 'ALC-AS']"
LA,FGSS 3977,"['GLC-AS', 'LA-AS', 'SCD-AS']"
LA,FGSS 4020,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 4405,"['LA-AS', 'ALC-AS']"
LA,FGSS 4451,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 4509,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FGSS 4521,['LA-AS']
LA,FGSS 4645,"['LA-AS', 'ALC-AS']"
LA,FGSS 4673,"['LA-AS', 'ALC-AS']"
LA,FGSS 4676,"['LA-AS', 'ALC-AS']"
LA,FREN 2270,"['LA-AS', 'HST-AS', 'SSC-AS']"
LA,FREN 2320,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,FREN 2600,"['LA-AS', 'ALC-AS']"
LA,FREN 3040,"['LA-AS', 'ALC-AS']"
LA,FREN 3160,"['LA-AS', 'ALC-AS']"
LA,FREN 3210,['LA-AS']
LA,FREN 3220,['LA-AS']
LA,FREN 3270,"['LA-AS', 'ALC-AS']"
LA,FREN 3295,"['LA-AS', 'SCD-AS']"
LA,FREN 3320,"['LA-AS', 'HST-AS']"
LA,FREN 3350,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,FREN 3400,"['LA-AS', 'GLC-AS', 'SCD-AS']"
LA,FREN 3485,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,FREN 3520,"['LA-AS', 'SCD-AS']"
LA,FREN 3540,"['LA-AS', 'ETM-AS']"
LA,FREN 3600,"['LA-AS', 'SCD-AS']"
LA,FREN 3630,"['LA-AS', 'HST-AS']"
LA,FREN 3655,"['LA-AS', 'HST-AS']"
LA,FREN 3695,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,FREN 3710,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FREN 3750,"['LA-AS', 'ALC-AS']"
LA,FREN 3770,"['LA-AS', 'ETM-AS', 'GLC-AS']"
LA,FREN 3775,"['LA-AS', 'ALC-AS']"
LA,FREN 3840,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,FREN 3850,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,FREN 3921,"['LA-AS', 'ALC-AS']"
LA,FREN 3975,"['GLC-AS', 'LA-AS', 'SCD-AS']"
LA,FREN 4065,"['LA-AS', 'ALC-AS']"
LA,FREN 4265,"['LA-AS', 'ALC-AS']"
LA,FREN 4368,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,FREN 4415,"['LA-AS', 'ALC-AS']"
LA,FREN 4700,"['LA-AS', 'ALC-AS']"
LA,FREN 4720,['LA-AS']
LA,FREN 4745,"['LA-AS', 'ALC-AS']"
LA,FREN 4820,"['LA-AS', 'ALC-AS']"
LA,FREN 4910,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,FSAD 4025,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE']"
LA,FSAD 6025,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE']"
LA,FSAD 6451,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE', 'S']"
LA,GERST 2020,"['LA-AS', 'ALC-AS']"
LA,GERST 3070,"['LA-AS', 'ALC-AS']"
LA,GERST 3075,"['LA-AS', 'ALC-AS']"
LA,GERST 3225,"['LA-AS', 'ALC-AS']"
LA,GERST 3260,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,GERST 3330,"['LA-AS', 'ALC-AS']"
LA,GERST 3350,"['LA-AS', 'ALC-AS']"
LA,GERST 3515,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,GERST 3535,"['LA-AS', 'ALC-AS']"
LA,GERST 3560,['LA-AS']
LA,GERST 3620,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,GERST 3640,['LA-AS']
LA,GERST 3642,"['LA-AS', 'ALC-AS']"
LA,GERST 3770,"['LA-AS', 'ALC-AS']"
LA,GERST 3800,"['LA-AS', 'ALC-AS']"
LA,GERST 4002,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,GERST 4100,"['LA-AS', 'ALC-AS']"
LA,GERST 4211,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,GERST 4245,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,GERST 4285,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,GERST 4290,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,GERST 4411,"['LA-AS', 'ALC-AS']"
LA,GOVT 3384,"['LA-AS', 'GLC-AS', 'SSC-AS']"
LA,GOVT 3636,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,GOVT 3655,['LA-AS']
LA,GOVT 4769,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,GOVT 4786,"['LA-AS', 'ALC-AS']"
LA,GREEK 2103,"['LA-AS', 'ALC-AS']"
LA,GREEK 3120,"['LA-AS', 'ALC-AS']"
LA,GREEK 4457,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,HD 1125,['LAD-HE']
LA,HD 4380,"['D-HE', 'KCM-HE', 'LAD-HE']"
LA,HEBRW 4102,"['LA-AS', 'ALC-AS']"
LA,HIST 3616,"['LA-AS', 'ALC-AS']"
LA,HIST 4233,"['LA-AS', 'ALC-AS']"
LA,HUNGR 2104,"['LA-AS', 'ALC-AS']"
LA,ITAL 2203,"['LA-AS', 'ALC-AS']"
LA,ITAL 2400,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,ITAL 3485,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,ITAL 3580,"['LA-AS', 'ALC-AS']"
LA,ITAL 3730,"['LA-AS', 'ALC-AS']"
LA,ITAL 3890,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,ITAL 4450,['LA-AS']
LA,ITAL 4710,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,JWST 2720,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,JWST 2724,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,JWST 2728,"['LA-AS', 'ALC-AS']"
LA,JWST 2754,"['LA-AS', 'ALC-AS']"
LA,JWST 2790,"['LA-AS', 'ALC-AS']"
LA,JWST 2793,"['LA-AS', 'ALC-AS']"
LA,JWST 3711,"['LA-AS', 'ALC-AS']"
LA,JWST 3717,"['LA-AS', 'ALC-AS']"
LA,JWST 4102,"['LA-AS', 'ALC-AS']"
LA,JWST 4410,"['LA-AS', 'ALC-AS']"
LA,JWST 4626,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,JWST 4790,"['LA-AS', 'ALC-AS', 'ETM-AS']"
LA,KRLIT 4432,['LA-AS']
LA,LATA 2150,"['LA-AS', 'ALC-AS']"
LA,LATA 2170,"['LA-AS', 'ALC-AS', 'HST-AS']"
LA,LATA 3681,"['LA-AS', 'ALC-AS', 'GLC-AS']"
LA,LATA 3800,"['LA-AS', 'ALC-AS']"
LA,LATA 4160,"['LA-AS', 'ALC-AS']"
LA,LATA 4565,"['LA-AS', 'ALC-AS']"
LA,LATIN 2201,"['LA-AS', 'ALC-AS']"
LA,LATIN 2203,"['LA-AS', 'ALC-AS']"
LA,LATIN 2205,"['LA-AS', 'ALC-AS']"
LA,LATIN 2206,"['LA-AS', 'ALC-AS']"
LA,LATIN 2209,"['LA-AS', 'ALC-AS']"
LA,LATIN 3203,"['LA-AS', 'ALC-AS']"
LA,LATIN 3220,"['LA-AS', 'ALC-AS']"
LA,LATIN 4213,"['LA-AS', 'ALC-AS']"
LA,LATIN 4223,['LA-AS']
LA,LGBT 2290,"['LA-AS', 'SCD-AS']"
LA,LGBT 2350,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,LGBT 2760,"['LA-AS', 'ALC-AS', 'SCD-AS']"
LA,LGBT 2780,"['LA-AS', 'ALC-AS', 'SCD-AS']"
